Frequency (MHz),Time of Day,Occupancy (%),Field Strength (dBuV/m)
2188.8,763,0,0
2188.8,823,0,0
2188.8,883,0,0
2189.4,643,0,0
2189.4,703,0,0
2189.4,763,0,0
2189.4,823,0,0
2189.4,883,0,0
2190.0,643,0,0
2190.0,703,0,0
2190.0,763,0,0
2190.0,823,0,0
2190.0,883,0,0
2190.6,643,0,0
2190.6,703,0,0
2190.6,763,0,0
2190.6,823,0,0
2190.6,883,0,0
2191.2,643,0,0
2191.2,703,0,0
2191.2,763,0,0
2191.2,823,0,0
2191.2,883,0,0
2191.8,643,0,0
2191.8,703,0,0
2191.8,763,0,0
2191.8,823,0,0
2191.8,883,0,0
2192.4,643,0,0
2192.4,703,0,0
2192.4,763,0,0
2192.4,823,0,0
2192.4,883,0,0
2193.0,643,0,0
2193.0,703,0,0
2193.0,763,0,0
2193.0,823,0,0
2193.0,883,0,0
2193.6,643,0,0
2193.6,703,0,0
2193.6,763,0,0
2193.6,823,0,0
2193.6,883,0,0
2194.2,643,0,0
2194.2,703,0,0
2194.2,763,0,0
2194.2,823,0,0
2194.2,883,0,0
2194.8,643,0,0
2194.8,703,0,0
2194.8,763,0,0
2194.8,823,0,0
2194.8,883,0,0
2195.4,643,0,0
2195.4,703,0,0
2195.4,763,0,0
2195.4,823,0,0
2195.4,883,0,0
2196.0,643,0,0
2196.0,703,0,0
2196.0,763,0,0
2196.0,823,0,0
2196.0,883,0,0
2196.6,643,0,0
2196.6,703,0,0
2196.6,763,0,0
2196.6,823,0,0
2196.6,883,0,0
2197.2,643,0,0
2197.2,703,0,0
2197.2,763,0,0
2197.2,823,0,0
2197.2,883,0,0
2197.8,643,0,0
2197.8,703,0,0
2197.8,763,0,0
2197.8,823,0,0
2197.8,883,0,0
2198.4,643,0,0
2198.4,703,0,0
2198.4,763,0,0
2198.4,823,0,0
2198.4,883,0,0
2199.0,643,0,0
2199.0,703,0,0
2199.0,763,0,0
2199.0,823,0,0
2199.0,883,0,0
2199.6,643,0,0
2199.6,703,0,0
2199.6,763,0,0
2199.6,823,0,0
2199.6,883,0,0
2200.2,643,0,0
2200.2,703,0,0
2200.2,763,0,0
2200.2,823,0,0
2200.2,883,0,0
2200.8,643,0,0
2200.8,703,0,0
2200.8,763,0,0
2200.8,823,0,0
2200.8,883,0,0
2201.4,643,0,0
2201.4,703,0,0
2201.4,763,0,0
2201.4,823,0,0
2201.4,883,0,0
2202.0,643,0,0
2202.0,703,0,0
2202.0,763,0,0
2202.0,823,0,0
2202.0,883,0,0
2202.6,643,0,0
2202.6,703,0,0
2202.6,763,0,0
2202.6,823,0,0
2202.6,883,0,0
2203.2,643,0,0
2203.2,703,0,0
2203.2,763,0,0
2203.2,823,0,0
2203.2,883,0,0
2203.8,643,0,0
2203.8,703,0,0
2203.8,763,0,0
2203.8,823,0,0
2203.8,883,0,0
2204.4,643,0,0
2204.4,703,0,0
2204.4,763,0,0
2204.4,823,0,0
2204.4,883,0,0
2205.0,643,0,0
2205.0,703,0,0
2205.0,763,0,0
2205.0,823,0,0
2205.0,883,0,0
2205.6,643,0,0
2205.6,703,0,0
2205.6,763,0,0
2205.6,823,0,0
2205.6,883,0,0
2206.2,643,0,0
2206.2,703,0,0
2206.2,763,0,0
2206.2,823,0,0
2206.2,883,0,0
2206.8,643,0,0
2206.8,703,0,0
2206.8,763,0,0
2206.8,823,0,0
2206.8,883,0,0
2207.4,643,0,0
2207.4,703,0,0
2207.4,763,0,0
2207.4,823,0,0
2207.4,883,0,0
2208.0,643,0,0
2208.0,703,0,0
2208.0,763,0,0
2208.0,823,0,0
2208.0,883,0,0
2208.6,643,0,0
2208.6,703,0,0
2208.6,763,0,0
2208.6,823,0,0
2208.6,883,0,0
2209.2,643,0,0
2209.2,703,0,0
2209.2,763,0,0
2209.2,823,0,0
2209.2,883,0,0
2209.8,643,0,0
2209.8,703,0,0
2209.8,763,0,0
2209.8,823,0,0
2209.8,883,0,0
2210.4,643,0,0
2210.4,703,0,0
2210.4,763,0,0
2210.4,823,0,0
2210.4,883,0,0
2211.0,643,0,0
2211.0,703,0,0
2211.0,763,0,0
2211.0,823,0,0
2211.0,883,0,0
2211.6,643,0,0
2211.6,703,0,0
2211.6,763,0,0
2211.6,823,0,0
2211.6,883,0,0
2212.2,643,0,0
2212.2,703,0,0
2212.2,763,0,0
2212.2,823,0,0
2212.2,883,0,0
2212.8,643,0,0
2212.8,703,0,0
2212.8,763,0,0
2212.8,823,0,0
2212.8,883,0,0
2213.4,643,0,0
2213.4,703,0,0
2213.4,763,0,0
2213.4,823,0,0
2213.4,883,0,0
2214.0,643,0,0
2214.0,703,0,0
2214.0,763,0,0
2214.0,823,0,0
2214.0,883,0,0
2214.6,643,0,0
2214.6,703,0,0
2214.6,763,0,0
2214.6,823,0,0
2214.6,883,0,0
2215.2,643,0,0
2215.2,703,0,0
2215.2,763,0,0
2215.2,823,0,0
2215.2,883,0,0
2215.8,643,0,0
2215.8,703,0,0
2215.8,763,0,0
2215.8,823,0,0
2215.8,883,0,0
2216.4,643,0,0
2216.4,703,0,0
2216.4,763,0,0
2216.4,823,0,0
2216.4,883,0,0
2217.0,643,0,0
2217.0,703,0,0
2217.0,763,0,0
2217.0,823,0,0
2217.0,883,0,0
2217.6,643,0,0
2217.6,703,0,0
2217.6,763,0,0
2217.6,823,0,0
2217.6,883,0,0
2218.2,643,0,0
2218.2,703,0,0
2218.2,763,0,0
2218.2,823,0,0
2218.2,883,0,0
2218.8,643,0,0
2218.8,703,0,0
2218.8,763,0,0
2218.8,823,0,0
2218.8,883,0,0
2219.4,643,0,0
2219.4,703,0,0
2219.4,763,0,0
2219.4,823,0,0
2219.4,883,0,0
2220.0,643,0,0
2220.0,703,0,0
2220.0,763,0,0
2220.0,823,0,0
2220.0,883,0,0
2220.6,643,0,0
2220.6,703,0,0
2220.6,763,0,0
2220.6,823,0,0
2220.6,883,0,0
2221.2,643,0,0
2221.2,703,0,0
2221.2,763,0,0
2221.2,823,0,0
2221.2,883,0,0
2221.8,643,0,0
2221.8,703,0,0
2221.8,763,0,0
2221.8,823,0,0
2221.8,883,0,0
2222.4,643,0,0
2222.4,703,0,0
2222.4,763,0,0
2222.4,823,0,0
2222.4,883,0,0
2223.0,643,0,0
2223.0,703,0,0
2223.0,763,0,0
2223.0,823,0,0
2223.0,883,0,0
2223.6,643,0,0
2223.6,703,0,0
2223.6,763,0,0
2223.6,823,0,0
2223.6,883,0,0
2224.2,643,0,0
2224.2,703,0,0
2224.2,763,0,0
2224.2,823,0,0
2224.2,883,0,0
2224.8,643,0,0
2224.8,703,0,0
2224.8,763,0,0
2224.8,823,0,0
2224.8,883,0,0
2225.4,643,0,0
2225.4,703,0,0
2225.4,763,0,0
2225.4,823,0,0
2225.4,883,0,0
2226.0,643,0,0
2226.0,703,0,0
2226.0,763,0,0
2226.0,823,0,0
2226.0,883,0,0
2226.6,643,0,0
2226.6,703,0,0
2226.6,763,0,0
2226.6,823,0,0
2226.6,883,0,0
2227.2,643,0,0
2227.2,703,0,0
2227.2,763,0,0
2227.2,823,0,0
2227.2,883,0,0
2227.8,643,0,0
2227.8,703,0,0
2227.8,763,0,0
2227.8,823,0,0
2227.8,883,0,0
2228.4,643,0,0
2228.4,703,0,0
2228.4,763,0,0
2228.4,823,0,0
2228.4,883,0,0
2229.0,643,0,0
2229.0,703,0,0
2229.0,763,0,0
2229.0,823,0,0
2229.0,883,0,0
2229.6,643,0,0
2229.6,703,0,0
2229.6,763,0,0
2229.6,823,0,0
2229.6,883,0,0
2230.2,643,0,0
2230.2,703,0,0
2230.2,763,0,0
2230.2,823,0,0
2230.2,883,0,0
2230.8,643,0,0
2230.8,703,0,0
2230.8,763,0,0
2230.8,823,0,0
2230.8,883,0,0
2231.4,643,0,0
2231.4,703,0,0
2231.4,763,0,0
2231.4,823,0,0
2231.4,883,0,0
2232.0,643,0,0
2232.0,703,0,0
2232.0,763,0,0
2232.0,823,0,0
2232.0,883,0,0
2232.6,643,0,0
2232.6,703,0,0
2232.6,763,0,0
2232.6,823,0,0
2232.6,883,0,0
2233.2,643,0,0
2233.2,703,0,0
2233.2,763,0,0
2233.2,823,0,0
2233.2,883,0,0
2233.8,643,0,0
2233.8,703,0,0
2233.8,763,0,0
2233.8,823,0,0
2233.8,883,0,0
2234.4,643,0,0
2234.4,703,0,0
2234.4,763,0,0
2234.4,823,0,0
2234.4,883,0,0
2235.0,643,0,0
2235.0,703,0,0
2235.0,763,0,0
2235.0,823,0,0
2235.0,883,0,0
2235.6,643,0,0
2235.6,703,0,0
2235.6,763,0,0
2235.6,823,0,0
2235.6,883,0,0
2236.2,643,0,0
2236.2,703,0,0
2236.2,763,0,0
2236.2,823,0,0
2236.2,883,0,0
2236.8,643,0,0
2236.8,703,0,0
2236.8,763,0,0
2236.8,823,0,0
2236.8,883,0,0
2237.4,643,0,0
2237.4,703,0,0
2237.4,763,0,0
2237.4,823,0,0
2237.4,883,0,0
2238.0,643,0,0
2238.0,703,0,0
2238.0,763,0,0
2238.0,823,0,0
2238.0,883,0,0
2238.6,643,0,0
2238.6,703,0,0
2238.6,763,0,0
2238.6,823,0,0
2238.6,883,0,0
2239.2,643,0,0
2239.2,703,0,0
2239.2,763,0,0
2239.2,823,0,0
2239.2,883,0,0
2239.8,643,0,0
2239.8,703,0,0
2239.8,763,0,0
2239.8,823,0,0
2239.8,883,0,0
2240.4,643,0,0
2240.4,703,0,0
2240.4,763,0,0
2240.4,823,0,0
2240.4,883,0,0
2241.0,643,0,0
2241.0,703,0,0
2241.0,763,0,0
2241.0,823,0,0
2241.0,883,0,0
2241.6,643,0,0
2241.6,703,0,0
2241.6,763,0,0
2241.6,823,0,0
2241.6,883,0,0
2242.2,643,0,0
2242.2,703,0,0
2242.2,763,0,0
2242.2,823,0,0
2242.2,883,0,0
2242.8,643,0,0
2242.8,703,0,0
2242.8,763,0,0
2242.8,823,0,0
2242.8,883,0,0
2243.4,643,0,0
2243.4,703,0,0
2243.4,763,0,0
2243.4,823,0,0
2243.4,883,0,0
2244.0,643,0,0
2244.0,703,0,0
2244.0,763,0,0
2244.0,823,0,0
2244.0,883,0,0
2244.6,643,0,0
2244.6,703,0,0
2244.6,763,0,0
2244.6,823,0,0
2244.6,883,0,0
2245.2,643,0,0
2245.2,703,0,0
2245.2,763,0,0
2245.2,823,0,0
2245.2,883,0,0
2245.8,643,0,0
2245.8,703,0,0
2245.8,763,0,0
2245.8,823,0,0
2245.8,883,0,0
2246.4,643,0,0
2246.4,703,0,0
2246.4,763,0,0
2246.4,823,0,0
2246.4,883,0,0
2247.0,643,0,0
2247.0,703,0,0
2247.0,763,0,0
2247.0,823,0,0
2247.0,883,0,0
2247.6,643,0,0
2247.6,703,0,0
2247.6,763,0,0
2247.6,823,0,0
2247.6,883,0,0
2248.2,643,0,0
2248.2,703,0,0
2248.2,763,0,0
2248.2,823,0,0
2248.2,883,0,0
2248.8,643,0,0
2248.8,703,0,0
2248.8,763,0,0
2248.8,823,0,0
2248.8,883,0,0
2249.4,643,0,0
2249.4,703,0,0
2249.4,763,0,0
2249.4,823,0,0
2249.4,883,0,0
2250.0,643,0,0
2250.0,703,0,0
2250.0,763,0,0
2250.0,823,0,0
2250.0,883,0,0
2250.6,643,0,0
2250.6,703,0,0
2250.6,763,0,0
2250.6,823,0,0
2250.6,883,0,0
2251.2,643,0,0
2251.2,703,0,0
2251.2,763,0,0
2251.2,823,0,0
2251.2,883,0,0
2251.8,643,0,0
2251.8,703,0,0
2251.8,763,0,0
2251.8,823,0,0
2251.8,883,0,0
2252.4,643,0,0
2252.4,703,0,0
2252.4,763,0,0
2252.4,823,0,0
2252.4,883,0,0
2253.0,643,0,0
2253.0,703,0,0
2253.0,763,0,0
2253.0,823,0,0
2253.0,883,0,0
2253.6,643,0,0
2253.6,703,0,0
2253.6,763,0,0
2253.6,823,0,0
2253.6,883,0,0
2254.2,643,0,0
2254.2,703,0,0
2254.2,763,0,0
2254.2,823,0,0
2254.2,883,0,0
2254.8,643,0,0
2254.8,703,0,0
2254.8,763,0,0
2254.8,823,0,0
2254.8,883,0,0
2255.4,643,0,0
2255.4,703,0,0
2255.4,763,0,0
2255.4,823,0,0
2255.4,883,0,0
2256.0,643,0,0
2256.0,703,0,0
2256.0,763,0,0
2256.0,823,0,0
2256.0,883,0,0
2256.6,643,0,0
2256.6,703,0,0
2256.6,763,0,0
2256.6,823,0,0
2256.6,883,0,0
2257.2,643,0,0
2257.2,703,0,0
2257.2,763,0,0
2257.2,823,0,0
2257.2,883,0,0
2257.8,643,0,0
2257.8,703,0,0
2257.8,763,0,0
2257.8,823,0,0
2257.8,883,0,0
2258.4,643,0,0
2258.4,703,0,0
2258.4,763,0,0
2258.4,823,0,0
2258.4,883,0,0
2259.0,643,0,0
2259.0,703,0,0
2259.0,763,0,0
2259.0,823,0,0
2259.0,883,0,0
2259.6,643,0,0
2259.6,703,0,0
2259.6,763,0,0
2259.6,823,0,0
2259.6,883,0,0
2260.2,643,0,0
2260.2,703,0,0
2260.2,763,0,0
2260.2,823,0,0
2260.2,883,0,0
2260.8,643,0,0
2260.8,703,0,0
2260.8,763,0,0
2260.8,823,0,0
2260.8,883,0,0
2261.4,643,0,0
2261.4,703,0,0
2261.4,763,0,0
2261.4,823,0,0
2261.4,883,0,0
2262.0,643,0,0
2262.0,703,0,0
2262.0,763,0,0
2262.0,823,0,0
2262.0,883,0,0
2262.6,643,0,0
2262.6,703,0,0
2262.6,763,0,0
2262.6,823,0,0
2262.6,883,0,0
2263.2,643,0,0
2263.2,703,0,0
2263.2,763,0,0
2263.2,823,0,0
2263.2,883,0,0
2263.8,643,0,0
2263.8,703,0,0
2263.8,763,0,0
2263.8,823,0,0
2263.8,883,0,0
2264.4,643,0,0
2264.4,703,0,0
2264.4,763,0,0
2264.4,823,0,0
2264.4,883,0,0
2265.0,643,0,0
2265.0,703,0,0
2265.0,763,0,0
2265.0,823,0,0
2265.0,883,0,0
2265.6,643,0,0
2265.6,703,0,0
2265.6,763,0,0
2265.6,823,0,0
2265.6,883,0,0
2266.2,643,0,0
2266.2,703,0,0
2266.2,763,0,0
2266.2,823,0,0
2266.2,883,0,0
2266.8,643,0,0
2266.8,703,0,0
2266.8,763,0,0
2266.8,823,0,0
2266.8,883,0,0
2267.4,643,0,0
2267.4,703,0,0
2267.4,763,0,0
2267.4,823,0,0
2267.4,883,0,0
2268.0,643,0,0
2268.0,703,0,0
2268.0,763,0,0
2268.0,823,0,0
2268.0,883,0,0
2268.6,643,0,0
2268.6,703,0,0
2268.6,763,0,0
2268.6,823,0,0
2268.6,883,0,0
2269.2,643,0,0
2269.2,703,0,0
2269.2,763,0,0
2269.2,823,0,0
2269.2,883,0,0
2269.8,643,0,0
2269.8,703,0,0
2269.8,763,0,0
2269.8,823,0,0
2269.8,883,0,0
2270.4,643,0,0
2270.4,703,0,0
2270.4,763,0,0
2270.4,823,0,0
2270.4,883,0,0
2271.0,643,0,0
2271.0,703,0,0
2271.0,763,0,0
2271.0,823,0,0
2271.0,883,0,0
2271.6,643,0,0
2271.6,703,0,0
2271.6,763,0,0
2271.6,823,0,0
2271.6,883,0,0
2272.2,643,0,0
2272.2,703,0,0
2272.2,763,0,0
2272.2,823,0,0
2272.2,883,0,0
2272.8,643,0,0
2272.8,703,0,0
2272.8,763,0,0
2272.8,823,0,0
2272.8,883,0,0
2273.4,643,0,0
2273.4,703,0,0
2273.4,763,0,0
2273.4,823,0,0
2273.4,883,0,0
2274.0,643,0,0
2274.0,703,0,0
2274.0,763,0,0
2274.0,823,0,0
2274.0,883,0,0
2274.6,643,0,0
2274.6,703,0,0
2274.6,763,0,0
2274.6,823,0,0
2274.6,883,0,0
2275.2,643,0,0
2275.2,703,0,0
2275.2,763,0,0
2275.2,823,0,0
2275.2,883,0,0
2275.8,643,0,0
2275.8,703,0,0
2275.8,763,0,0
2275.8,823,0,0
2275.8,883,0,0
2276.4,643,0,0
2276.4,703,0,0
2276.4,763,0,0
2276.4,823,0,0
2276.4,883,0,0
2277.0,643,0,0
2277.0,703,0,0
2277.0,763,0,0
2277.0,823,0,0
2277.0,883,0,0
2277.6,643,0,0
2277.6,703,0,0
2277.6,763,0,0
2277.6,823,0,0
2277.6,883,0,0
2278.2,643,0,0
2278.2,703,0,0
2278.2,763,0,0
2278.2,823,0,0
2278.2,883,0,0
2278.8,643,0,0
2278.8,703,0,0
2278.8,763,0,0
2278.8,823,0,0
2278.8,883,0,0
2279.4,643,0,0
2279.4,703,0,0
2279.4,763,0,0
2279.4,823,0,0
2279.4,883,0,0
2280.0,643,0,0
2280.0,703,0,0
2280.0,763,0,0
2280.0,823,0,0
2280.0,883,0,0
2280.6,643,0,0
2280.6,703,0,0
2280.6,763,0,0
2280.6,823,0,0
2280.6,883,0,0
2281.2,643,0,0
2281.2,703,0,0
2281.2,763,0,0
2281.2,823,0,0
2281.2,883,0,0
2281.8,643,0,0
2281.8,703,0,0
2281.8,763,0,0
2281.8,823,0,0
2281.8,883,0,0
2282.4,643,0,0
2282.4,703,0,0
2282.4,763,0,0
2282.4,823,0,0
2282.4,883,0,0
2283.0,643,0,0
2283.0,703,0,0
2283.0,763,0,0
2283.0,823,0,0
2283.0,883,0,0
2283.6,643,0,0
2283.6,703,0,0
2283.6,763,0,0
2283.6,823,0,0
2283.6,883,0,0
2284.2,643,0,0
2284.2,703,0,0
2284.2,763,0,0
2284.2,823,0,0
2284.2,883,0,0
2284.8,643,0,0
2284.8,703,0,0
2284.8,763,0,0
2284.8,823,0,0
2284.8,883,0,0
2285.4,643,0,0
2285.4,703,0,0
2285.4,763,0,0
2285.4,823,0,0
2285.4,883,0,0
2286.0,643,0,0
2286.0,703,0,0
2286.0,763,0,0
2286.0,823,0,0
2286.0,883,0,0
2286.6,643,0,0
2286.6,703,0,0
2286.6,763,0,0
2286.6,823,0,0
2286.6,883,0,0
2287.2,643,0,0
2287.2,703,0,0
2287.2,763,0,0
2287.2,823,0,0
2287.2,883,0,0
2287.8,643,0,0
2287.8,703,0,0
2287.8,763,0,0
2287.8,823,0,0
2287.8,883,0,0
2288.4,643,0,0
2288.4,703,0,0
2288.4,763,0,0
2288.4,823,0,0
2288.4,883,0,0
2289.0,643,0,0
2289.0,703,0,0
2289.0,763,0,0
2289.0,823,0,0
2289.0,883,0,0
2289.6,643,0,0
2289.6,703,0,0
2289.6,763,0,0
2289.6,823,0,0
2289.6,883,0,0
2290.2,643,0,0
2290.2,703,0,0
2290.2,763,0,0
2290.2,823,0,0
2290.2,883,0,0
2290.8,643,0,0
2290.8,703,0,0
2290.8,763,0,0
2290.8,823,0,0
2290.8,883,0,0
2291.4,643,0,0
2291.4,703,0,0
2291.4,763,0,0
2291.4,823,0,0
2291.4,883,0,0
2292.0,643,0,0
2292.0,703,0,0
2292.0,763,0,0
2292.0,823,0,0
2292.0,883,0,0
2292.6,643,0,0
2292.6,703,0,0
2292.6,763,0,0
2292.6,823,0,0
2292.6,883,0,0
2293.2,643,0,0
2293.2,703,0,0
2293.2,763,0,0
2293.2,823,0,0
2293.2,883,0,0
2293.8,643,0,0
2293.8,703,0,0
2293.8,763,0,0
2293.8,823,0,0
2293.8,883,0,0
2294.4,643,0,0
2294.4,703,0,0
2294.4,763,0,0
2294.4,823,0,0
2294.4,883,0,0
2295.0,643,0,0
2295.0,703,0,0
2295.0,763,0,0
2295.0,823,0,0
2295.0,883,0,0
2295.6,643,0,0
2295.6,703,0,0
2295.6,763,0,0
2295.6,823,0,0
2295.6,883,0,0
2296.2,643,0,0
2296.2,703,0,0
2296.2,763,0,0
2296.2,823,0,0
2296.2,883,0,0
2296.8,643,0,0
2296.8,703,0,0
2296.8,763,0,0
2296.8,823,0,0
2296.8,883,0,0
2297.4,643,0,0
2297.4,703,0,0
2297.4,763,0,0
2297.4,823,0,0
2297.4,883,0,0
2298.0,643,0,0
2298.0,703,0,0
2298.0,763,0,0
2298.0,823,0,0
2298.0,883,0,0
2298.6,643,0,0
2298.6,703,0,0
2298.6,763,0,0
2298.6,823,0,0
2298.6,883,0,0
2299.2,643,0,0
2299.2,703,0,0
2299.2,763,0,0
2299.2,823,0,0
2299.2,883,0,0
2299.8,643,0,0
2299.8,703,0,0
2299.8,763,0,0
2299.8,823,0,0
2299.8,883,0,0
2300.4,643,0,0
2300.4,703,0,0
2300.4,763,0,0
2300.4,823,0,0
2300.4,883,0,0
2301.0,643,0,0
2301.0,703,0,0
2301.0,763,0,0
2301.0,823,0,0
2301.0,883,0,0
2301.6,643,0,0
2301.6,703,0,0
2301.6,763,0,0
2301.6,823,0,0
2301.6,883,0,0
2302.2,643,0,0
2302.2,703,0,0
2302.2,763,0,0
2302.2,823,0,0
2302.2,883,0,0
2302.8,643,0,0
2302.8,703,0,0
2302.8,763,0,0
2302.8,823,0,0
2302.8,883,0,0
2303.4,643,0,0
2303.4,703,0,0
2303.4,763,0,0
2303.4,823,0,0
2303.4,883,0,0
2304.0,643,0,0
2304.0,703,0,0
2304.0,763,0,0
2304.0,823,0,0
2304.0,883,0,0
2304.6,643,0,0
2304.6,703,0,0
2304.6,763,0,0
2304.6,823,0,0
2304.6,883,0,0
2305.2,643,0,0
2305.2,703,0,0
2305.2,763,0,0
2305.2,823,0,0
2305.2,883,0,0
2305.8,643,0,0
2305.8,703,0,0
2305.8,763,0,0
2305.8,823,0,0
2305.8,883,0,0
2306.4,643,0,0
2306.4,703,0,0
2306.4,763,0,0
2306.4,823,0,0
2306.4,883,0,0
2307.0,643,0,0
2307.0,703,0,0
2307.0,763,0,0
2307.0,823,0,0
2307.0,883,0,0
2307.6,643,0,0
2307.6,703,0,0
2307.6,763,0,0
2307.6,823,0,0
2307.6,883,0,0
2308.2,643,0,0
2308.2,703,0,0
2308.2,763,0,0
2308.2,823,0,0
2308.2,883,0,0
2308.8,643,0,0
2308.8,703,0,0
2308.8,763,0,0
2308.8,823,0,0
2308.8,883,0,0
2309.4,643,0,0
2309.4,703,0,0
2309.4,763,0,0
2309.4,823,0,0
2309.4,883,0,0
2310.0,643,0,0
2310.0,703,0,0
2310.0,763,0,0
2310.0,823,0,0
2310.0,883,0,0
2310.6,643,0,0
2310.6,703,0,0
2310.6,763,0,0
2310.6,823,0,0
2310.6,883,0,0
2311.2,643,99,89
2311.2,703,100,85
2311.2,763,100,86
2311.2,823,100,86
2311.2,883,99,85
2311.8,643,99,87
2311.8,703,100,90
2311.8,763,100,88
2311.8,823,100,87
2311.8,883,99,86
2312.4,643,99,86
2312.4,703,100,89
2312.4,763,100,87
2312.4,823,100,87
2312.4,883,99,86
2313.0,643,99,88
2313.0,703,100,91
2313.0,763,100,88
2313.0,823,100,88
2313.0,883,99,88
2313.6,643,99,88
2313.6,703,100,90
2313.6,763,100,89
2313.6,823,100,89
2313.6,883,99,89
2314.2,643,99,89
2314.2,703,100,90
2314.2,763,100,89
2314.2,823,100,89
2314.2,883,99,89
2314.8,643,99,88
2314.8,703,100,88
2314.8,763,100,89
2314.8,823,100,89
2314.8,883,99,87
2315.4,643,100,93
2315.4,703,100,91
2315.4,763,100,88
2315.4,823,100,88
2315.4,883,99,88
2316.0,643,99,88
2316.0,703,100,87
2316.0,763,100,88
2316.0,823,100,88
2316.0,883,99,87
2316.6,643,99,88
2316.6,703,100,87
2316.6,763,100,87
2316.6,823,100,88
2316.6,883,99,87
2317.2,643,99,88
2317.2,703,100,91
2317.2,763,100,87
2317.2,823,100,87
2317.2,883,99,88
2317.8,643,99,88
2317.8,703,100,89
2317.8,763,100,88
2317.8,823,100,88
2317.8,883,99,88
2318.4,643,99,89
2318.4,703,100,89
2318.4,763,100,88
2318.4,823,100,88
2318.4,883,99,88
2319.0,643,99,88
2319.0,703,100,90
2319.0,763,100,88
2319.0,823,100,88
2319.0,883,99,88
2319.6,643,100,90
2319.6,703,100,94
2319.6,763,100,88
2319.6,823,100,88
2319.6,883,99,88
2320.2,643,0,0
2320.2,703,0,0
2320.2,763,0,0
2320.2,823,0,0
2320.2,883,0,0
2320.8,643,0,0
2320.8,703,0,0
2320.8,763,0,0
2320.8,823,0,0
2320.8,883,0,0
2321.4,643,0,0
2321.4,703,0,0
2321.4,763,0,0
2321.4,823,0,0
2321.4,883,0,0
2322.0,643,0,0
2322.0,703,0,0
2322.0,763,0,0
2322.0,823,0,0
2322.0,883,0,0
2322.6,643,0,0
2322.6,703,0,0
2322.6,763,0,0
2322.6,823,0,0
2322.6,883,0,0
2323.2,643,0,0
2323.2,703,0,0
2323.2,763,0,0
2323.2,823,0,0
2323.2,883,0,0
2323.8,643,0,0
2323.8,703,0,0
2323.8,763,0,0
2323.8,823,0,0
2323.8,883,0,0
2324.4,643,0,0
2324.4,703,0,0
2324.4,763,0,0
2324.4,823,0,0
2324.4,883,0,0
2325.0,643,0,0
2325.0,703,0,0
2325.0,763,0,0
2325.0,823,0,0
2325.0,883,0,0
2325.6,643,0,0
2325.6,703,0,0
2325.6,763,0,0
2325.6,823,0,0
2325.6,883,0,0
2326.2,643,0,0
2326.2,703,0,0
2326.2,763,0,0
2326.2,823,0,0
2326.2,883,0,0
2326.8,643,0,0
2326.8,703,0,0
2326.8,763,0,0
2326.8,823,0,0
2326.8,883,0,0
2327.4,643,0,0
2327.4,703,0,0
2327.4,763,0,0
2327.4,823,0,0
2327.4,883,0,0
2328.0,643,0,0
2328.0,703,0,0
2328.0,763,0,0
2328.0,823,0,0
2328.0,883,0,0
2328.6,643,0,0
2328.6,703,0,0
2328.6,763,0,0
2328.6,823,0,0
2328.6,883,0,0
2329.2,643,0,0
2329.2,703,0,0
2329.2,763,0,0
2329.2,823,0,0
2329.2,883,0,0
2329.8,643,0,0
2329.8,703,0,0
2329.8,763,0,0
2329.8,823,0,0
2329.8,883,0,0
2330.4,643,0,0
2330.4,703,0,0
2330.4,763,0,0
2330.4,823,0,0
2330.4,883,0,0
2331.0,643,0,0
2331.0,703,0,0
2331.0,763,0,0
2331.0,823,0,0
2331.0,883,0,0
2331.6,643,0,0
2331.6,703,0,0
2331.6,763,0,0
2331.6,823,0,0
2331.6,883,0,0
2332.2,643,0,0
2332.2,703,0,0
2332.2,763,0,0
2332.2,823,0,0
2332.2,883,0,0
2332.8,643,0,0
2332.8,703,0,0
2332.8,763,0,0
2332.8,823,0,0
2332.8,883,0,0
2333.4,643,0,0
2333.4,703,0,0
2333.4,763,0,0
2333.4,823,0,0
2333.4,883,0,0
2334.0,643,0,0
2334.0,703,0,0
2334.0,763,0,0
2334.0,823,0,0
2334.0,883,0,0
2334.6,643,0,0
2334.6,703,0,0
2334.6,763,0,0
2334.6,823,0,0
2334.6,883,0,0
2335.2,643,0,0
2335.2,703,0,0
2335.2,763,0,0
2335.2,823,0,0
2335.2,883,0,0
2335.8,643,0,0
2335.8,703,0,0
2335.8,763,0,0
2335.8,823,0,0
2335.8,883,0,0
2336.4,643,0,0
2336.4,703,0,0
2336.4,763,0,0
2336.4,823,0,0
2336.4,883,0,0
2337.0,643,0,0
2337.0,703,0,0
2337.0,763,0,0
2337.0,823,0,0
2337.0,883,0,0
2337.6,643,0,0
2337.6,703,0,0
2337.6,763,0,0
2337.6,823,0,0
2337.6,883,0,0
2338.2,643,0,0
2338.2,703,0,0
2338.2,763,0,0
2338.2,823,0,0
2338.2,883,0,0
2338.8,643,0,0
2338.8,703,0,0
2338.8,763,0,0
2338.8,823,0,0
2338.8,883,0,0
2339.4,643,0,0
2339.4,703,0,0
2339.4,763,0,0
2339.4,823,0,0
2339.4,883,0,0
2340.0,643,0,0
2340.0,703,0,0
2340.0,763,0,0
2340.0,823,0,0
2340.0,883,0,0
2340.6,643,0,0
2340.6,703,0,0
2340.6,763,0,0
2340.6,823,0,0
2340.6,883,0,0
2341.2,643,0,0
